id,Topic,Words,Frequency,Timestamp
5443,195,"цена топливо, топливо, великобритания, британец, зимой",6,2022-06-17 14:24:00.000
5457,210,"газ рф, страна ес, поставка газ, обсудить проблема, газ",6,2022-06-17 14:24:00.000
5466,220,"перекрыть, литва, латвия, хорватия, газ",11,2022-06-17 14:24:00.000
5649,173,"надёжный, электроэнергия, лишиться, источник, финляндия",1,2022-06-24 20:00:00.000
5669,195,"топливный, электричество, электроэнергия, ирландия, критический",3,2022-06-24 20:00:00.000
5683,210,"поставка газ, газ ес, газ, ес, газ рф",18,2022-06-24 20:00:00.000
5691,220,"литва, импорт, официально, импорт российский, российский газ",11,2022-06-24 20:00:00.000
5871,173,"отключить, эстония, финляндия, электроэнергия, прекращение поставка",1,2022-07-02 01:36:00.000
5888,195,"коммунальный, британец, услуга, счёт, великобритания",7,2022-07-02 01:36:00.000
5901,210,"битва, дефицит, внутри, ес, газ",8,2022-07-02 01:36:00.000
5910,220,"латвийский, обязательный, вывести, требование, ес",1,2022-07-02 01:36:00.000
6091,173,"занимать, второе, электроэнергия, финляндия, передача",1,2022-07-09 07:12:00.000
6109,195,"британец, нищета, daily mail, mail, электричество",16,2022-07-09 07:12:00.000
6121,210,"потребление, ес, газ, газ ес, страна ес",6,2022-07-09 07:12:00.000
6129,220,"латвия, российский газ, газ россия, газ, газ год",13,2022-07-09 07:12:00.000
6312,173,"финляндия, электроэнергия, мочь столкнуться, отключение, зимой",15,2022-07-16 12:48:00.000
6330,195,"платить, путинский, отопление, электроэнергия, европейский страна",2,2022-07-16 12:48:00.000
6343,210,"потребление, ек, ес, сократить, газ",16,2022-07-16 12:48:00.000
6546,195,"электричество, зимой, британия, британец, электроэнергия",39,2022-07-23 18:24:00.000
6559,210,"потребление, страна ес, сокращение, ес, газ ес",47,2022-07-23 18:24:00.000
6565,220,"латвия, российский газ, газ, посредник, прекратить поставка",46,2022-07-23 18:24:00.000
