id,Topic,Words,Frequency,Timestamp
2784,213,"ветеран, участник спецоперация, участник спецоперация украина, участник, боевой действие",68,2022-03-22 19:12:00.000
2896,96,"наградить, вручить, награда, цво, медаль",48,2022-03-30 00:48:00.000
2917,117,"семья, погибнуть украина, погибнуть, выплата, выплатить",35,2022-03-30 00:48:00.000
3008,213,"ветеран, внести госдума, военный служба, продлиться, отсрочка",3,2022-03-30 00:48:00.000
3122,96,"наградить, герой россия, вручить, орден, герой",31,2022-04-06 06:24:00.000
3141,117,"семья, выплатить, погибнуть, выплата, погибнуть украина",26,2022-04-06 06:24:00.000
3230,213,"вступиться, право, служить, отсрочка, призывник",3,2022-04-06 06:24:00.000
3342,96,"герой россия, наградить, герой, звание, орден",21,2022-04-13 12:00:00.000
3361,117,"семья, выплата, погибнуть, погибнуть украина, пограничник",33,2022-04-13 12:00:00.000
3565,96,"вручить, герой россия, наградить, награда, герой",25,2022-04-20 17:36:00.000
3586,117,"семья, выплата, ветеран, день победа, погибнуть",17,2022-04-20 17:36:00.000
3676,213,"ветеран, челябинский, страховка, завершаться, сенатор",3,2022-04-20 17:36:00.000
3791,96,"наградить, орден, медаль, герой, вручить",29,2022-04-27 23:12:00.000
3811,117,"выплата, семья, ветеран, подписать указ, погибнуть",48,2022-04-27 23:12:00.000
3904,213,"участник спецоперация украина, участник спецоперация, сертификат, вручить, ипотека",1,2022-04-27 23:12:00.000
4017,96,"вручить, герой россия, герой, наградить, участник спецоперация",44,2022-05-05 04:48:00.000
4037,117,"семья, выплата, погибнуть, военнослужащий, указ",34,2022-05-05 04:48:00.000
4126,213,"ветеран, доброволец, статус, мочь дать, донбасс мочь",2,2022-05-05 04:48:00.000
4239,96,"вручить, наградить, орден, награда, участник",19,2022-05-12 10:24:00.000
4259,117,"семья, выплата, погибнуть, погибнуть украина, ход спецоперация",14,2022-05-12 10:24:00.000
4350,213,"оказание, ветеран, законопроект, военнослужащий, госдума",6,2022-05-12 10:24:00.000
4464,96,"наградить, орден, герой россия, вручить, герой",31,2022-05-19 16:00:00.000
4482,117,"семья, выплата, участник спецоперация, спецоперация, погибнуть",10,2022-05-19 16:00:00.000
4567,213,"одобрить законопроект, военный служба, заключить, законопроект, служба",2,2022-05-19 16:00:00.000
4682,96,"герой россия, наградить, звание, герой, вручить",38,2022-05-26 21:36:00.000
4703,117,"семья, погибнуть, выплата, погибнуть украина, получить млн",14,2022-05-26 21:36:00.000
4796,213,"получить новый, оказание, срок, хотеть, получить",2,2022-05-26 21:36:00.000
4907,96,"наградить, вручить, награда, герой, орден",24,2022-06-03 03:12:00.000
4927,117,"семья, выплата, погибнуть, погибнуть украина, получить млн",23,2022-06-03 03:12:00.000
5015,213,"оказание, принять закон, ветеран, боевой, боевой действие",4,2022-06-03 03:12:00.000
5129,96,"вручить, наградить, награда, орден, герой",33,2022-06-10 08:48:00.000
5148,117,"семья, погибнуть, выплата, россия ввести, чтение",2,2022-06-10 08:48:00.000
5236,213,"ветеран, боевой действие, статус, боевой, участник спецоперация",11,2022-06-10 08:48:00.000
5348,96,"вручить, герой, наградить, герой россия, орден",18,2022-06-17 14:24:00.000
5369,117,"семья, выплатить, выплата, погибнуть, пропасть",22,2022-06-17 14:24:00.000
5460,213,"инвалид, участник спецоперация, военный служба, служба, ветеран",4,2022-06-17 14:24:00.000
5575,96,"герой, герой россия, вручить, звание, наградить",46,2022-06-24 20:00:00.000
5595,117,"семья, похороны, погибнуть, погибнуть украина, участник спецоперация",8,2022-06-24 20:00:00.000
5686,213,"ветеран, боевой действие, статус, боевой, участник спецоперация",13,2022-06-24 20:00:00.000
5800,96,"герой россия, звание, герой, вручить, наградить",43,2022-07-02 01:36:00.000
5820,117,"семья, погибнуть, выплатить, сф, оказать помощь",4,2022-07-02 01:36:00.000
5904,213,"ветеран, участник спецоперация, участник, отдохнуть, статус",26,2022-07-02 01:36:00.000
6019,96,"герой россия, герой, звание, присвоить, вручить",13,2022-07-09 07:12:00.000
6040,117,"выплата, семья, положить, погибнуть, военнослужащий",10,2022-07-09 07:12:00.000
6124,213,"ветеран, статус, участник спецоперация, боевой действие, участник",16,2022-07-09 07:12:00.000
6237,96,"вручить, наградить, герой, награда, герой россия",14,2022-07-16 12:48:00.000
6257,117,"семья, выплата, участник спецоперация, погибнуть, погибнуть украина",4,2022-07-16 12:48:00.000
6346,213,"получить право, отпуск, солдат всу, право, солдат",1,2022-07-16 12:48:00.000
6456,96,"вручить, герой россия, наградить, герой, орден",11,2022-07-23 18:24:00.000
6476,117,"погибнуть украина, семья, плата, погибнуть, компенсация",9,2022-07-23 18:24:00.000
