id	narrative_id	narrative_name	date	text	lang	url	domain	image_url	image_path	text_to_speech
	1	mythical_nazis	2022.05.09	The West is headed for the reincarnation of fascism	en	https://runews24.ru/politics/09/05/2022/2b73f50710c2daf53c302a06bfe006d5				1
	1	mythical_nazis	2022.05.17	Putin announced the West's encouragement of neo-fascism in Ukraine	en	https://iz.ru/1335696/2022-05-17/putin-obvinil-zapad-v-pooshchrenii-neofashizma-na-ukraine				1
	1	mythical_nazis	2022.02.24	How will the demilitarization and denazification of Ukraine go?	en	https://vz.ru/politics/2022/2/24/1145475.html				1
	1	mythical_nazis	2022.03.24	Liberation and denazification of Ukraine	en	https://zavtra.ru/blogs/osvobozhdenie_i_denatcifikatciya_ukraini				1
	1	mythical_nazis	2022.03.01	S. Lavrov: the purpose of the special operation of the Russian Federation is to save people, demilitarise and denazify Ukraine	en	https://www.1tv.ru/news/2022-03-01/422245-s_lavrov_tsel_spetsoperatsii_rf_spasenie_lyudey_demilitarizatsiya_i_denatsifikatsiya_ukrainy				1
	1	mythical_nazis	2022.03.22	The DPR announced the "complete denazification" of the 36th brigade of the Armed Forces of Ukraine near Mariupol	en	https://tvzvezda.ru/news/20223222328-cCFJJ.html				1
	1	mythical_nazis	2022.03.29	The Kremlin said that the denazification of Ukraine is the goal of the special operation of the Russian Armed Forces	en	https://tvzvezda.ru/news/20223291250-THeDz.html				1
	1	mythical_nazis	2022.04.19	Medvedev: mercenaries and Bandera in Ukraine are subject to "denazification in the first place"	en	https://russian.rt.com/ussr/news/992716-medvedev-ukraina-nayomniki				1
	1	mythical_nazis	2022.05.22	The Federation Council called for the denazification of all of Europe	en	https://ria.ru/20220522/denatsifikatsiya-1790003781.html				1
	1	mythical_nazis	2022.07.18	Zakharova announced "denazification in full swing" after the resignation of the head of the SBU	en	https://www.rbc.ru/politics/18/07/2022/62d492119a7947c5e39677fb				1
	1	mythical_nazis	2022.02.27	The Ministry of Defense of the Russian Federation spoke about the torture of the Russian military by the Ukrainian Nazis	en	https://vestikavkaza.ru/news/v-minoborony-rf-rasskazali-o-pytkah-rossijskih-voennyh-ukrainskimi-nacistami.html				1
	1	mythical_nazis	2022.03.07	The Ministry of Defense announced an attempt by nationalists to prevent the issuance of humanitarian aid in Kherson	en	https://vz.ru/news/2022/3/7/1147370.html				1
	1	mythical_nazis	2022.03.28	In the cellars of Mariupol were found the bodies of the victims of the Ukrainian Nazis with signs of torture	en	https://www.pnp.ru/politics/v-podvalakh-mariupolya-nashli-tela-zhertv-ukrainskikh-nacistov-so-sledami-pytok.html				1
	1	mythical_nazis	2022.04.11	A nationalist tried to leave Mariupol under the guise of a refugee, but he was given a swastika tattoo	en	https://life.ru/p/1486206				1
	1	mythical_nazis	2022.05.18	Ukronazis are preparing a provocation with the massacre of civilians	en	https://regnum.ru/news/polit/3594724.html				1
	1	mythical_nazis	2022.06.03	Americans ridiculed Azov's attempt to disown Nazism	en	https://ria.ru/20220603/natsizm-1792772901.html				1
	1	mythical_nazis	2022.02.27	Nationalists terrorise civilians in Mariupol, Defense Ministry says	en	https://ria.ru/20220227/natsionalisty-1775398598.html				1
	1	mythical_nazis	2022.03.05	People die for metal: Why Azovstal in Ukraine is guarded by neo-Nazis	en	https://life.ru/p/1475954				1
	1	mythical_nazis	2022.03.05	Nationalists do not let the residents of Mariupol through the humanitarian corridor, said the DPR	en	https://news.mail.ru/incident/50326927/				1
	1	mythical_nazis	2022.04.07	A matter of time: how is the operation to destroy the nationalists in Mariupol going	en	https://tvzvezda.ru/news/202247126-pdmb3.html				1
	1	mythical_nazis	2022.04.28	Hitler's book was found at the base of "Azov" nationalists	en	https://ria.ru/20220428/azov-1785853038.html				1
	1	mythical_nazis	2022.05.05	Nazis from Azovstal offered to exchange civilians for food	en	https://news.mail.ru/incident/51173044/				1
	1	mythical_nazis	2022.05.20	Shoigu announced about 2,000 nationalists from Azovstal surrendered	en	https://info.sibnet.ru/article/617351/				1
	1	mythical_nazis	2022.02.27	Russian Defense Ministry: nationalists of the Azov battalion hit from "Grad" on residential areas and a school in Mariupol	en	https://tvzvezda.ru/news/202222796-Y5lWW.html				1
	1	mythical_nazis	2022.03.05	Kyiv Nazi regime turned Mariupol into a hostage city	en	http://duma.gov.ru/news/53642/				1
	1	mythical_nazis	2022.03.16	Ministry of Defense: the building of the theatre in Mariupol was blown up by Ukrainian nationalists	en	http://www.tvc.ru/news/show/id/235523				1
	1	mythical_nazis	2022.04.20	The media showed the nationalist base in Mariupol after the crackdown	en	https://ura.news/news/1052547081				1
	1	mythical_nazis	2022.05.19	How liberated Mariupol lives while nationalists surrender at Azovstal	en	https://rg.ru/2022/05/19/kak-zhivet-osvobozhdennyj-mariupol-poka-na-azovstali-sdaiutsia-nacionalisty.html				1
	1	mythical_nazis	2022.06.06	"Azov" admitted that the majority of Mariupol residents support Russia	en	https://ria.ru/20220606/dokument-1793348455.html				1
	1	mythical_nazis	2022.02.10	The witness spoke about the atrocities of the Nazis in the Rostov region	en	https://ria.ru/20220210/natsisty-1772036058.html				1
	1	mythical_nazis	2022.03.28	The atrocities of the Ukrainian military against captured Russians amazed even the Western media	en	https://bloknot.ru/obshhestvo/zverstva-ukrainskih-voenny-h-nad-plenny-mi-rossiyanami-izumili-dazhe-zapadny-e-smi-905613.html				1
	1	mythical_nazis	2022.04.08	The Ministry of Defense published documents on the atrocities of Bandera	en	http://www.tvc.ru/news/show/id/237473				1
	1	mythical_nazis	2022.04.08	Military expert Litovkin spoke about the atrocities of neo-Nazis in Bucha	en	https://riafan.ru/22870532-voennii_ekspert_litovkin_rasskazal_o_zverstvah_neonatsistov_v_buche				1
	1	mythical_nazis	2022.05.08	The ideology of Ukrainian Nazism surpassed the atrocities of Nazi Germany	en	https://life.ru/p/1492588				1
	1	mythical_nazis	2022.06.17	People were tortured in the basements of the school: residents of Privolye spoke about the atrocities of the Armed Forces of Ukraine	en	https://www.5-tv.ru/news/393252/pytali-vludej-vpodvalah-skoly-ziteli-privola-rasskazali-ozverstvah-vsu/				1
	1	mythical_nazis	2022.03.25	The Russian Armed Forces occupied the Gostomel airfield near Kyiv, annihilating 200 nationalists	en	https://www.trud.ru/article/25-02-2022/1413113_vs_rf_zanjali_aerodrom_gostomel_pod_kievom_unichtozhiv_200_natsionalistov.html				1
	1	mythical_nazis	2022.03.28	Ramzan Kadyrov called for "destroying the Nazis" instead of negotiating with Ukraine	en	https://deita.ru/article/513651				1
	1	mythical_nazis	2022.04.14	In Mariupol, the destruction of Ukrainian nationalists continues	en	http://www.tvc.ru/news/show/id/237982				1
	1	mythical_nazis	2022.06.04	Forces of Russia and the DPR destroyed about 40 Ukrainian nationalists per day	en	https://ria.ru/20220604/dnr-1793184021.html				1
	1	mythical_nazis	2022.05.06	DPR forces have killed 59 Ukrainian nationalists since the beginning of the day	en	https://ria.ru/20220506/dnr-1787298224.html				1
	1	mythical_nazis	2022.05.20	DPR forces killed more than 20 Ukrainian nationalists per day	en	https://ria.ru/20220520/dnr-1789823845.html				1
	1	mythical_nazis	2022.07.11	Russian Aerospace Forces destroyed neo-Nazi militants and foreign mercenaries in Kharkov	en	https://www.trud.ru/article/11-07-2022/1418065_vks_rossii_unichtozhili_v_xarkove_boevikov-neonatsistov_i_inostrannyx_naemnikov.html				1
	2	cold_war_ii	2022.01.03	Zakharova: the joint statement of the nuclear "five" was prepared at the initiative of Russia	en	https://tass.ru/politika/13349317?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com				1
	2	cold_war_ii	2022.02.19	Zelensky threatened the world with nuclear weapons	en	https://ura.news/news/1052533968				1
	2	cold_war_ii	2022.02.21	Shoigu called Zelensky's words about Ukraine's desire to return to the status of a nuclear country dangerous	en	https://tass.ru/politika/13787801				1
	2	cold_war_ii	2022.03.06	Russian Foreign Ministry: Ukraine's statements about plans to acquire nuclear weapons were the last straw	en	https://tvzvezda.ru/news/202236319-ACQOL.html				1
	2	cold_war_ii	2022.04.21	"So that the Anglo-Saxons do not twitch" is a network about launching the most powerful nuclear missile	en	https://regnum.ru/news/polit/3571791.html				1
	2	cold_war_ii	2022.05.05	Volodin: On the part of Russia, a nuclear strike is possible only for defense	en	https://www.pnp.ru/politics/volodin-so-storony-rossii-yadernyy-udar-vozmozhen-tolko-kak-otvetnaya-mera.html				1
	2	cold_war_ii	2022.05.09	Rogozin said that half an hour will be enough for Russia to destroy NATO countries in the event of a nuclear war	en	https://www.kp.ru/online/news/4738438/				1
	2	cold_war_ii	2022.06.12	Pushkov warned about the possibility of NATO nuclear weapons in Finland	en	https://www.mk.ru/politics/2022/06/12/pushkov-predupredil-o-vozmozhnosti-poyavleniya-yadernogo-oruzhiya-nato-v-finlyandii.html				1
	2	cold_war_ii	2022.02.12	Ukraine is injected with weapons incredibly fast, the Ministry of Foreign Affairs said	en	https://ria.ru/20220212/ukraina-1772467269.html				1
	2	cold_war_ii	2022.04.28	Peskov: Pumping weapons to Ukraine and other countries threatens the security of the continent	en	https://www.pnp.ru/politics/peskov-nakachivanie-oruzhiem-ukrainy-i-drugikh-stran-ugrozhaet-bezopasnosti-kontinenta.html				1
	2	cold_war_ii	2022.01.31	The Minister of Defense of Ukraine said that he was surprised by Germany's position on the supply of weapons	en	https://tass.ru/mezhdunarodnaya-panorama/13572175				1
	2	cold_war_ii	2022.04.26	Russia declared that West competes in supplying arms to Ukraine	en	https://lenta.ru/news/2022/04/26/gonka/				1
	2	cold_war_ii	2022.05.27	The West is in no hurry to supply heavy weapons to Ukraine, waiting for its defeat	en	https://military.pravda.ru/news/1713173-zapad/				1
	2	cold_war_ii	2022.06.15	Russia called the supply of weapons to Ukraine a suicidal decision of Europe	en	https://lenta.ru/news/2022/06/15/suicidal_desicion/				1
	2	cold_war_ii	2022.03.09	They were nervous. The US is afraid of materials from biolaboratories falling into the hands of the Russian Federation	en	https://regnum.ru/news/polit/3527795.html				1
	2	cold_war_ii	2022.03.27	Zakharova said that Russia was denied access to biolaboratories in Ukraine	en	https://www.kp.ru/online/news/4681583/ 				1
	2	cold_war_ii	2022.05.16	Putin named the goal of US biolaboratories in the post-Soviet space	en	https://www.pnp.ru/				1
	2	cold_war_ii	2022.01.31	Putin and Xi Jinping: the friendship between Russia and China knows no borders	en	https://ura.news/news/1052531204				1
	2	cold_war_ii	2022.02.28	Zakharova called China a friend of Russia	en	https://rg.ru/2022/02/28/zaharova-nazvala-kitaj-drugom-rossii.html				1
	2	cold_war_ii	2022.03.14	The Chinese Parliament will consider a draft law to counter sanctions	en	https://www.pnp.ru/politics/parlament-kitaya-rassmotrit-zakonoproekt-o-protivodeystvii-sankciyam.html				1
	2	cold_war_ii	2022.04.25	US, UK discussed Taiwan problem, don’t want war with China	en	https://deita.ru/article/515604				1
	2	cold_war_ii	2022.05.25	China and Russia develop a collaboration against West	en	https://runews24.ru/world/27/05/2022/2542c03e2701fba5ef26010c5cfed3d1				1
	2	cold_war_ii	2022.07.29	Western hybrid war shift against China	en	https://www.trud.ru/article/29-07-2022/1418766_gibridnaja_vojna_protiv_rossii_perexlestyvaetsja_na_kitaj_zajavili_v_shos.html				1
	2	cold_war_ii	2022.04.04	The West accused Serbs and Hungarians of "ignoring the needs of torn Ukraine"	en	https://www.pravda.ru/world/1695746-serbia_hungria/				1
	2	cold_war_ii	2022.06.06	Russian Ambassador in Belgrade talks about the reaction of ordinary Serbs to the disruption of Lavrov's visit	en	https://riafan.ru/23476317-posol_rf_v_belgrade_rasskazal_o_reaktsii_prostih_serbov_na_sriv_vizita_lavrova				1
	2	cold_war_ii	2022.01.17	Lukashenko warned the West against attacking Russia and Belarus	en	https://www.mk.ru/politics/2022/01/21/lukashenko-predostereg-zapad-ot-napadeniya-na-rossiyu-i-belorussiyu.html				1
	2	cold_war_ii	2022.02.16	The Ministry of Foreign Affairs of Belarus promised that there will not be a single personnel of the Russian military left in the country after the exercises	en	https://www.interfax.ru/world/822391				1
	2	cold_war_ii	2022.02.24	Belarus denied statements about its participation in the operation in Donbass	en	https://aif.ru/politics/v_belorussii_oprovergli_zayavleniya_o_svoem_uchastii_v_operacii_v_donbasse				1
	2	cold_war_ii	2022.02.28	Lukashenko called Russian and Ukrainian negotiators handsome	en	https://vz.ru/news/2022/3/1/1146346.html				1
	2	cold_war_ii	2022.05.02	Lukashenko: the special operation in Ukraine will end with a Russian victory	en	https://www.mk.ru/politics/2022/05/05/lukashenko-specoperaciya-na-ukraine-zakonchitsya-rossiyskoy-pobedoy.html				1
	3	freezing_europe	2022.03.03	Payback for sovereignty: what is the true purpose of anti-Russian sanctions?	en	https://riafan.ru/22605666-rasplata_za_suverenitet_kakova_istinnaya_tsel_antirossiiskih_sanktsii				1
	3	freezing_europe	2022.03.16	Putin: The goal of sanctions is to hit every Russian	en	https://www.fontanka.ru/2022/03/16/70512563/				1
	3	freezing_europe	2022.04.07	Antonov: US sanctions against two Russian banks are a direct blow to Russians	en	https://www.pnp.ru/politics/antonov-sankcii-ssha-protiv-dvukh-bankov-rf-pryamoy-udar-po-rossiyanam.html				1
	3	freezing_europe	2022.06.20	For the first time, Germany confiscated real estate of Russians due to sanctions	en	https://www.tatar-inform.ru/news/v-germanii-vpervye-konfiskovali-nedvizimost-rossiyan-iz-za-sankcii-5869971				1
	3	freezing_europe	2022.02.27	We will be broken: the West understands the consequences of Russia's isolation	en	https://www.pravda.ru/news/politics/1686328-sankcii_udarjat_po_zapadu/				1
	3	freezing_europe	2022.04.28	Lavrov: there is no isolation of Russia	en	https://russian.rt.com/world/news/982236-lavrov-izolyaciya-rossiya				1
	3	freezing_europe	2022.05.20	Nebenzia accused the West of pushing the world to starvation because of the desire to isolate Russia	en	https://riafan.ru/23426149-nebenzya_obvinil_zapad_v_podtalkivanii_mira_k_golodu_iz_za_stremleniya_izolirovat_rossiyu				1
	3	freezing_europe	2022.05.28	American experts stated the failure of the US policy of isolating Russia	en	https://riafan.ru/23460387-amerikanskie_eksperti_konstatirovali_proval_politiki_ssha_po_izolyatsii_rossii				1
	3	freezing_europe	2022.06.20	Western propaganda writes about the isolation of Russia, hiding the true state of affairs	en	https://bloknot.ru/v-mire/zapadnaya-propaganda-pishet-ob-izolyatsii-rossii-skry-vaya-istinnoe-polozhenie-del-945170.html				1
	3	freezing_europe	2022.07.26	Russian Embassy calls US statements on isolation of Russia "inflamed imagination"	en	https://www.tatar-inform.ru/news/posolstvo-rf-nazvalo-vospalennym-voobrazeniem-zayavleniya-ssa-ob-izolyacii-rossii-5873946				1
	3	freezing_europe	2022.03.10	Siluanov: The West has defaulted on Russia by freezing our reserves	en	https://www.kp.ru/online/news/4659921/				1
	3	freezing_europe	2022.04.07	Mishustin compared the freezing of Russian assets by the West to robbery	en	https://www.m24.ru/news/vlast/07042022/448955?utm_source=CopyBuf				1
	3	freezing_europe	2022.05.26	Putin called the freezing of Russia's assets by Western countries theft	en	https://russian.rt.com/business/news/1007942-zamorozka-aktivov-rossiya-putin				1
	3	freezing_europe	2022.06.30	Deputy Secretary of the Russian Security Council: freezing Russian assets is one of the greatest thefts in history	en	https://russian.rt.com/world/news/1020464-zamorozka-aktivov-rossiya				1
	3	freezing_europe	2022.01.14	Russia's disconnection from SWIFT will create problems for the West – expert	en	https://www.ridus.ru/news/371041				1
	3	freezing_europe	2022.02.12	The West dropped the idea of disconnecting Russia from SWIFT	en	https://teknoblog.ru/2022/02/12/115905				1
	3	freezing_europe	2022.03.04	Expert: Russian banks' disconnection from SWIFT cannot bring down the economy	en	https://regnum.ru/news/polit/3524758.html				1
	3	freezing_europe	2022.04.15	Disconnecting Russia from SWIFT – both a poison and a threat to the hegemony of the US dollar	en	https://inosmi.ru/20220415/dollar-253809399.html				1
	3	freezing_europe	2022.07.27	Joint development of Russia and Iran could replace the Western SWIFT system	en	https://riafan.ru/23558006-sovmestnaya_razrabotka_rossii_i_irana_mozhet_zamenit_zapadnuyu_sistemu_swift				1
	3	freezing_europe	2021.12.26	Deputy explained why Europe wants to punish Russia for import substitution	en	https://1prime.ru/state_regulation/20211226/835619066.html				1
	3	freezing_europe	2022.03.05	Russia ready to increase production of toys after Western companies leave market	en	https://vz.ru/news/2022/3/5/1147174.html				1
	3	freezing_europe	2022.03.09	Government approves idea to nationalise property of foreign companies	en	https://www.gazeta.ru/business/news/2022/03/09/17402293.shtml				1
	3	freezing_europe	2022.04.11	VTsIOM: half of Russians do not care about the departure of Western brands	en	https://fedpress.ru/news/77/society/2963034				1
	3	freezing_europe	2022.05.26	Medvedev wants to replace the derogatory term "import substitution" with "technological sovereignty"	en	https://www.kommersant.ru/doc/5369333				1
	3	freezing_europe	2022.06.11	German companies that left Russia want to come back	en	https://ko.ru/news/pokinuvshie-rossiyu-nemetskie-kompanii-zakhoteli-vernutsya-obratno/				1
	3	freezing_europe	2022.07.07	Bypassing sanctions: how the national project and parallel imports help the Russian market	en	https://regnum.ru/news/economy/3639471.html				1
	3	freezing_europe	2022.02.17	Not much better - Putin compared inflation in Russia and the West	en	https://regnum.ru/news/economy/3510540.html				1
	3	freezing_europe	2022.03.10	Sanctions are to blame: Biden links rampant inflation in the US to anti-Russian measures	en	https://www.trud.ru/article/10-03-2022/1413550_vinovaty_sanktsii_bajden_svjazal_razgul_infljatsii_v_ssha_s_antirossijskimi_merami.html				1
	3	freezing_europe	2022.04.18	The "economic blitzkrieg" has failed. Putin said that inflation in Russia is stabilizing and commodity stocks are recovering	en	https://www.fontanka.ru/2022/04/18/71265716/				1
	3	freezing_europe	2022.05.31	Inflation in Europe Hits Record Highs	en	https://vestikavkaza.ru/news/inflacia-v-evrope-dostigla-rekordnyh-otmetok.html				1
	3	freezing_europe	2022.06.07	Putin says he has taken control of the inflation situation in Russia	en	https://pln-pskov.ru/business/449860.html				1
	3	freezing_europe	2022.07.17	Germany expects riots over huge inflation	en	https://vestikavkaza.ru/news/v-germanii-zdut-besporadkov-iz-za-kolossalnoj-inflacii.html				1
	3	freezing_europe	2022.02.23	Germany foresees "suicide" of Europe in case of rejection of Nord Stream-2	en	https://lenta.ru/news/2022/02/23/gas/				1
	3	freezing_europe	2022.03.25	Political analyst Yevgeny Satanovsky: the settlement for gas in rubles is the beginning of the Kremlin's "multitrack" game	en	https://riafan.ru/22352252-politolog_evgenii_satanovskii_raschet_za_gaz_v_rublyah_nachalo_mnogohodovki_kremlya				1
	3	freezing_europe	2022.04.27	Analyst Yushkov predicts a split in Europe due to the refusal of Poland and Bulgaria from Russian gas	en	https://www.kp.ru/online/news/4725868/				1
	3	freezing_europe	2022.04.28	The British ridiculed the Poles who lost their gas supplies from Russia because they refused to pay in rubles	en	https://www.kp.ru/online/news/4727484/				1
	3	freezing_europe	2022.05.19	Europe needs it, no matter what they say – Peskov about Nord Stream	en	https://regnum.ru/news/polit/3595556.html				1
	3	freezing_europe	2022.05.28	Russian President Vladimir Putin's decision to sell gas in rubles strengthened the Russian currency.	en	https://runews24.ru/economy/28/05/2022/8a2938c1b35debe080aaa822c5faee77				1
	3	freezing_europe	2022.07.28	Expert says situation around Nord Stream is of educational nature	en	https://www.mk.ru/economics/2022/07/28/ekspert-zayavil-chto-situaciya-vokrug-severnogo-potoka-nosit-vospitatelnyy-kharakter.html				1
	3	freezing_europe	2021.12.28	Germans freezing in their homes received New Year cards with a "hint from Putin"	en	https://riafan.ru/22950436-zamerzayuschie_v_sobstvennih_domah_nemtsi_poluchili_novogodnie_otkritki_s_namekom_ot_putina_				1
	3	freezing_europe	2022.01.27	Freezing Europe with emptying UGSFs expects to be warmed by Russian gas	en	https://rueconomics.ru/562433-zamerzayushaya-evropa-s-pusteyushimi-pkhg-rasschityvaet-sogretsya-rossiiskim-gazom				1
	3	freezing_europe	2022.02.23	Germans will freeze: Berlin MP on stopping certification of NSP2	en	https://ren.tv/news/v-mire/943041-nemtsy-zamerznut-germanskii-deputat-ob-ostanovke-sertifikatsii-sp-2				1
	3	freezing_europe	2022.03.12	Russia can no longer be ignored: facing the threat of poverty, the West begins to recognise the truth	en	https://www.kp.ru/daily/27375.5/4557437/				1
	3	freezing_europe	2022.05.24	Millions of Britons at risk of poverty after heating season begins	en	https://riafan.ru/23454918-millionam_britantsev_grozit_nischeta_posle_nachala_otopitel_nogo_sezona				1
	3	freezing_europe	2022.06.22	Economist Demidov predicts riots of freezing people in Europe in case of refusal from Russian gas	en	https://www.kp.ru/online/news/4800501/				1
	3	freezing_europe	2022.07.26	Medvedev said that the EU has "severe diarrhoea" for fear of freezing	en	https://lenta.ru/news/2022/07/26/diareya/				1
	3	freezing_europe	2022.03.14	Russian billionaire predicted threat of global food crisis	en	https://lenta.ru/news/2022/03/14/mlnch/				1
	3	freezing_europe	2022.05.19	Antonov says Western sanctions are linked to the food crisis in the world	en	https://www.rbc.ru/politics/19/05/2022/6285bad19a7947ad53f214a5				1
	3	freezing_europe	2022.05.21	Anti-Russian Sanctions Will Lead to Famine and Migration – Orban	en	https://regnum.ru/news/polit/3597370.html				1
	3	freezing_europe	2022.06.30	Putin explained why anti-Russian sanctions could lead to world hunger	en	https://www.kp.ru/daily/27412/4611010/				1
	1	mythical_nazis	2022.7.30	ВС РФ продолжают атаковать позиции украинских националистов в Харьковской области	ru	https://riafan.ru/23564523-vs_rf_prodolzhayut_atakovat_pozitsii_ukrainskih_natsionalistov_v_har_kovskoi_oblasti	riafan.ru			0
	1	mythical_nazis	2022.7.28	Бойцы Росгвардии спасли ветерана Великой Отечественной войны от украинских националистов	ru	https://riafan.ru/23560551-boitsi_rosgvardii_spasli_veterana_velikoi_otechestvennoi_voini_ot_ukrainskih_natsionalistov	riafan.ru			0
	1	mythical_nazis	2022.7.27	Российские войска нанесли удар по позициям украинских националистов в Авдеевке	ru	https://riafan.ru/23558815-rossiiskie_voiska_nanesli_udar_po_pozitsiyam_ukrainskih_natsionalistov_v_avdeevke	riafan.ru			0
	1	mythical_nazis	2022.7.26	От бандеровцев до защиты демократии: как развивались операции ЦРУ на Украине	ru	https://riafan.ru/23557546-ot_banderovtsev_do_zaschiti_demokratii_kak_razvivalis_operatsii_tsru_na_ukraine	riafan.ru			0
	1	mythical_nazis	2022.7.26	СК установит личности украинских нацистов, причастных к атаке на погранпункт под Брянском	ru	https://riafan.ru/23557023-sk_ustanovit_lichnosti_ukrainskih_natsistov_prichastnih_k_atake_na_pogranpunkt_pod_bryanskom	riafan.ru			0
	1	mythical_nazis	2022.7.26	Росгвардия за месяц ликвидировала свыше 400 украинских националистов в Харьковской области	ru	https://riafan.ru/23556572-rosgvardiya_za_mesyats_likvidirovala_svishe_400_ukrainskih_natsionalistov_v_har_kovskoi_oblasti	riafan.ru			0
	1	mythical_nazis	2022.7.26	ВС РФ нанесли ряд ударов по позициям украинских националистов под Одессой	ru	https://riafan.ru/23556224-vs_rf_nanesli_ryad_udarov_po_pozitsiyam_ukrainskih_natsionalistov_pod_odessoi	riafan.ru			0
	1	mythical_nazis	2022.7.24	Клинцевич: с позволения Запада бандеровцы готовы использовать любое запрещенное оружие для террора соотечественников	ru	https://riafan.ru/23554267-klintsevich_s_pozvoleniya_zapada_banderovtsi_gotovi_ispol_zovat_lyuboe_zapreschennoe_oruzhie_dlya_terrora_sootechestvennikov	riafan.ru			0
	1	mythical_nazis	2022.7.24	Могилу украинского националиста Степана Бандеры в Мюнхене разрисовали фиолетовой краской	ru	https://riafan.ru/23553762-mogilu_ukrainskogo_natsionalista_stepana_banderi_v_myunhene_razrisovali_fioletovoi_kraskoi	riafan.ru			0
	1	mythical_nazis	2022.7.23	Офицер Народной милиции ДНР рассказал о похищении мирных жителей украинскими националистами	ru	https://riafan.ru/23552566-ofitser_narodnoi_militsii_dnr_rasskazal_o_pohischenii_mirnih_zhitelei_ukrainskimi_natsionalistami	riafan.ru			0
	1	mythical_nazis	2022.7.23	Экипажи ВКС РФ ликвидировали до 200 украинских националистов в Днепропетровской области	ru	https://riafan.ru/23551949-ekipazhi_vks_rf_likvidirovali_do_200_ukrainskih_natsionalistov_v_dnepropetrovskoi_oblasti	riafan.ru			0
	1	mythical_nazis	2022.7.23	Журналист Кот: спасенные Россией украинцы отворачиваются от киевской нацистской власти	ru	https://riafan.ru/23551692-zhurnalist_kot_spasennie_rossiei_ukraintsi_otvorachivayutsya_ot_kievskoi_natsistskoi_vlasti	riafan.ru			0
